Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_1.raw	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_2.raw	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_3.raw
SPO2242	SPO2242				3.91E+07	4.11E+07	4.26E+07
SPO2243	SPO2243				2.08E+06	1.79E+06	2.01E+06
SPO2245	SPO2245				309893	340212	340281
SPO2246	SPO2246				3.64E+07	3.80E+07	3.67E+07
SPO2247	SPO2247				6.34E+06	5.61E+06	5.50E+06
SPO2248	SPO2248				98424.9	81027.5	89572.6
SPO2250	SPO2250				118019	109939	101575
SPO2252	SPO2252					33463.9	39304.4
SPO2253	SPO2253				255560	255683	247106
SPO2257	SPO2257				167141	160276	205714
SPO2258	SPO2258					20758.5	
SPO2259	SPO2259				32800.3	30144.9	43646.1
SPO2260	SPO2260				45250.1		35697.8
SPO2261	SPO2261				140070	150027	184326
SPO2262	SPO2262				49073.2	86541.7	23956.9
SPO2263	SPO2263					22011.9	
SPO2264	SPO2264				68099.8	66753.3	59611.5
SPO2266	SPO2266				74854.8	76726.2	45396.5
SPO2267	SPO2267						
SPO2268	SPO2268				390328	412835	406057
SPO2269	SPO2269				41531.4	40692.7	46196.5
SPO2270	SPO2270				5.39E+06	5.52E+06	5.72E+06
SPO2271	SPO2271				2.27E+07	2.34E+07	2.40E+07
SPO2272	SPO2272				3.23E+06	3.35E+06	3.43E+06
SPO2273	SPO2273				5.75E+06	5.98E+06	5.78E+06
SPO2274	SPO2274				5.77E+06	4.95E+06	5.57E+06
SPO2275	SPO2275				2.87E+07	3.03E+07	3.15E+07
SPO2276	SPO2276				2.23E+07	2.23E+07	2.37E+07
SPO2277	SPO2277				725023	675645	708020
SPO2278	SPO2278				2.77E+06	2.62E+06	2.74E+06
SPO2279	SPO2279				6.38E+06	6.79E+06	8.29E+06
SPO2280	SPO2280				1.69E+06	1.72E+06	2.01E+06
SPO2281	SPO2281				6.43E+07	6.67E+07	6.46E+07
SPO2282	SPO2282				6.11E+07	6.65E+07	6.33E+07
SPO2283	SPO2283				7.28E+07	7.91E+07	7.93E+07
SPO2284	SPO2284				1.54E+07	1.49E+07	1.48E+07
SPO2285	SPO2285				136014	130683	115592
SPO2286	SPO2286				1.74E+06	1.66E+06	1.60E+06
SPO2287	SPO2287				1.11E+06	1.00E+06	1.05E+06
SPO2288	SPO2288				2.65E+07	2.63E+07	3.01E+07
SPO2289	SPO2289				1.03E+07	9.80E+06	1.07E+07
SPO2290	SPO2290				1.48E+07	1.44E+07	1.53E+07
SPO2293	SPO2293				2.10E+06	2.21E+06	2.25E+06
SPO2294	SPO2294				1.77E+07	2.06E+07	1.92E+07
SPO2295	SPO2295				4.37E+07	4.16E+07	4.53E+07
SPO2296	SPO2296				5.03E+06	4.93E+06	5.11E+06
SPO2297	SPO2297				356362	362239	415819
SPO2298	SPO2298				1.70E+06	1.64E+06	1.51E+06
SPO2299	SPO2299				64962.7	54611.7	53205.1
SPO2301	SPO2301				846204	819515	838630
SPO2302	SPO2302				1.16E+06	1.11E+06	949468
SPO2303	SPO2303				385896	342750	331845
SPO2304	SPO2304				689989	913902	895067
SPO2305	SPO2305				1.87E+07	1.79E+07	1.79E+07
SPO2307	SPO2307				238134	238272	249714
SPO2308	SPO2308					23617.7	
SPO2309	SPO2309				77229.2	74201.5	62581.7
SPO2310	SPO2310				2.95E+06	2.87E+06	2.78E+06
SPO2311	SPO2311				239281	214962	239176
SPO2312	SPO2312				4.73E+07	4.88E+07	5.01E+07
SPO2313	SPO2313				16599	21690.3	21811.3
SPO2314	SPO2314				6.65E+06	5.92E+06	6.20E+06
SPO2315	SPO2315				5.57E+06	5.43E+06	5.21E+06
SPO2317	SPO2317				1.82E+06	1.76E+06	1.82E+06
SPO2318	SPO2318				1.09E+06	1.10E+06	1.09E+06
SPO2320	SPO2320				8.33E+06	8.23E+06	8.50E+06
SPO2321	SPO2321				6.83E+06	6.65E+06	7.14E+06
SPO2322	SPO2322				1.44E+07	1.36E+07	1.54E+07
SPO2323	SPO2323				535922	458173	477302
SPO2325	SPO2325				1.42E+07	1.45E+07	1.51E+07
SPO2326	SPO2326				1.50E+07	1.46E+07	1.39E+07
SPO2327	SPO2327				593282	437003	471351
SPO2328	SPO2328				5.59E+06	5.67E+06	5.70E+06
SPO2329	SPO2329				1.30E+07	1.40E+07	1.41E+07
SPO2330	SPO2330				2.27E+06	1.89E+06	2.18E+06
SPO2331	SPO2331				3.87E+06	4.30E+06	4.70E+06
SPO2332	SPO2332				2.01E+06	1.94E+06	2.09E+06
SPO2334	SPO2334				382996	388256	353279
SPO2335	SPO2335				1.13E+06	1.05E+06	1.03E+06
SPO2336	SPO2336				2.45E+06	2.45E+06	2.67E+06
SPO2337	SPO2337				6.29E+06	6.32E+06	6.02E+06
SPO2338	SPO2338				520840	534502	449490
SPO2339	SPO2339				580203	545336	524713
SPO2340	SPO2340				5.50E+07	5.27E+07	5.64E+07
SPO2341	SPO2341				325934	290195	271456
SPO2341a	SPO2341a				3.78E+06	3.79E+06	3.52E+06
SPO2342	SPO2342				167621	173751	202345
SPO2343	SPO2343				1.98E+06	1.60E+06	1.55E+06
SPO2344	SPO2344				4.28E+06	4.27E+06	4.13E+06
SPO2345	SPO2345				9.56E+06	9.48E+06	8.93E+06
SPO2346	SPO2346				2.42E+06	2.44E+06	2.03E+06
SPO2347	SPO2347				997716	1.05E+06	1.01E+06
SPO2348	SPO2348				5.76E+06	5.84E+06	5.49E+06
SPO2349	SPO2349				4.23E+06	4.01E+06	3.94E+06
SPO2350	SPO2350				3.35E+06	3.36E+06	2.95E+06
SPO2351	SPO2351				662111	686457	691624
SPO2353	SPO2353				1.05E+06	1.02E+06	1.00E+06
SPO2354	SPO2354				1.04E+06	1.01E+06	1.09E+06
SPO2355	SPO2355				2.18E+06	2.16E+06	2.08E+06
SPO2358	SPO2358				467671	422164	432717
SPO2359	SPO2359				256487	222909	233424
SPO2361	SPO2361				765385	764882	779142
SPO2362	SPO2362				696236	719505	734506
SPO2363	SPO2363				252724	271836	243562
SPO2364	SPO2364				22327.4	27896.7	16668.7
SPO2365	SPO2365						
SPO2366	SPO2366				140668		118298
SPO2367	SPO2367				47461.2	58012.8	63089.5
SPO2368	SPO2368				703290	813135	779497
SPO2369	SPO2369				1.13E+06	1.13E+06	1.04E+06
SPO2370	SPO2370				806727	807410	934786
SPO2371	SPO2371				2.45E+06	2.57E+06	3.02E+06
SPO2372	SPO2372				474046	434734	474673
SPO2373	SPO2373				1.17E+06	1.04E+06	1.16E+06
SPO2374	SPO2374				3.01E+06	3.14E+06	2.95E+06
SPO2376	SPO2376				250370	282109	290492
SPO2377	SPO2377				37026.1	42123.5	42093.2
SPO2378	SPO2378				369219	340569	334397
SPO2381	SPO2381				449071	444439	482169
SPO2382	SPO2382				1.85E+06	1.51E+06	1.92E+06
SPO2383	SPO2383				136779		133178
SPO2385	SPO2385				267838	256200	250838
SPO2386	SPO2386				37811.8	35552.3	41947
SPO2387	SPO2387				145457	129680	126272
SPO2389	SPO2389				2.44E+06	2.40E+06	2.35E+06
SPO2393	SPO2393				205090	249483	244210
SPO2394	SPO2394				29674.7	53909.3	46827.6
SPO2395	SPO2395						
SPO2396	SPO2396				177725	180758	146941
SPO2397	SPO2397				386383	727189	569712
SPO2398	SPO2398				304148	562991	515775
SPO2399	SPO2399				215967	427753	384436
SPO2400	SPO2400				403352	390754	372073
SPO2401	SPO2401				107043	63030	109532
SPO2409	SPO2409				1.16E+06	1.27E+06	1.24E+06
SPO2410	SPO2410				994931	923383	1.05E+06
SPO2411	SPO2411				201994	202496	239482
SPO2412	SPO2412				554224	487171	553310
SPO2413	SPO2413				355751	429460	402275
SPO2414	SPO2414				421780	452805	518669
SPO2415	SPO2415				144289	149026	137284
SPO2416	SPO2416				31113.5	20785.2	20679
SPO2417	SPO2417				498840	507114	525584
SPO2418	SPO2418						54277.7
SPO2419	SPO2419				557537	574519	614045
SPO2420	SPO2420				562343	604827	556752
SPO2421	SPO2421				577344	607476	627531
SPO2422	SPO2422				1.60E+06	1.64E+06	1.68E+06
SPO2424	SPO2424				710759	690305	659766
SPO2425	SPO2425				126525	112205	109284
SPO2427	SPO2427				603425	643528	600763
SPO2428	SPO2428				726686	727515	798683
SPO2429	SPO2429				71083.2	54855.8	50090.4
SPO2430	SPO2430				219534	184121	193394
SPO2431	SPO2431				61284	55489.5	63773.1
SPO2433	SPO2433				273534	272625	322229
SPO2434	SPO2434				3.03E+06	2.87E+06	2.84E+06
SPO2435	SPO2435				1.31E+07	1.44E+07	1.50E+07
SPO2436	SPO2436				320319	343796	369426
SPO2437	SPO2437				165893	140123	176074
SPO2438	SPO2438				271103	295385	227415
SPO2439	SPO2439				384405	408598	400289
SPO2440	SPO2440				799373	818540	895488
SPO2441	SPO2441				583066	584513	663867
SPO2442	SPO2442				232361	233251	209231
SPO2443	SPO2443				444227	375952	378226
SPO2444	SPO2444				8.03E+07	8.40E+07	8.87E+07
SPO2445	SPO2445				31398.5	24127.6	19317.9
SPO2446	SPO2446				2.33E+06	2.38E+06	2.29E+06
SPO2447	SPO2447				1.06E+06	1.27E+06	1.23E+06
SPO2448	SPO2448				83475.1	105237	113439
SPO2449	SPO2449				1.75E+06	1.74E+06	1.63E+06
SPO2450	SPO2450				562940	542544	542248
SPO2451	SPO2451				753773	692679	675756
SPO2452	SPO2452				935758	891430	930569
SPO2453	SPO2453				1.48E+07	1.46E+07	1.54E+07
SPO2454	SPO2454				1.04E+06	1.04E+06	1.01E+06
SPO2455	SPO2455				2.84E+06	2.71E+06	2.70E+06
SPO2456	SPO2456				7.57E+06	7.73E+06	7.87E+06
SPO2457	SPO2457				2.08E+06	2.08E+06	2.01E+06
SPO2458	SPO2458				2.18E+06	2.07E+06	2.21E+06
SPO2459	SPO2459				1.54E+07	1.57E+07	1.56E+07
SPO2460	SPO2460				1.02E+06	1.00E+06	1.07E+06
SPO2461	SPO2461				2.78E+06	3.00E+06	3.14E+06
SPO2462	SPO2462				13237.7	13845.9	14074.9
SPO2463	SPO2463				698105	741731	760858
SPO2464	SPO2464				2.70E+06	2.69E+06	2.84E+06
SPO2465	SPO2465				167530	132861	161170
SPO2466	SPO2466				382057	341474	305194
SPO2467	SPO2467				3.61E+06	3.46E+06	3.59E+06
SPO2468	SPO2468				3.86E+06	3.50E+06	3.74E+06
SPO2469	SPO2469				3.70E+06	3.79E+06	3.67E+06
SPO2470	SPO2470				3.00E+06	3.11E+06	3.08E+06
SPO2471	SPO2471				833066	822827	846688
SPO2473	SPO2473				1.47E+06	1.48E+06	1.44E+06
SPO2474	SPO2474				5.14E+07	5.08E+07	5.12E+07
SPO2475	SPO2475				264835	204904	215572
SPO2476	SPO2476				787301	809769	772867
SPO2477	SPO2477				3.73E+06	3.88E+06	3.56E+06
SPO2478	SPO2478				1.12E+07	1.16E+07	1.11E+07
SPO2479	SPO2479				1.98E+06	1.68E+06	1.71E+06
SPO2480	SPO2480				3.30E+06	3.37E+06	3.45E+06
SPO2482	SPO2482				607786	546156	574722
SPO2483	SPO2483				1.70E+06	1.76E+06	1.72E+06
SPO2484	SPO2484				1.28E+07	1.31E+07	1.37E+07
SPO2486	SPO2486						
SPO2487	SPO2487				2.92E+06	2.95E+06	3.21E+06
SPO2488	SPO2488				1.79E+06	1.73E+06	1.76E+06
SPO2489	SPO2489				748191	582102	576108
SPO2490	SPO2490				7.43E+06	8.40E+06	8.56E+06
SPO2491	SPO2491				1.57E+06	1.72E+06	1.84E+06
SPO2492	SPO2492				4.35E+06	4.25E+06	5.32E+06
SPO2493	SPO2493				3.20E+06	3.26E+06	3.13E+06
SPO2494	SPO2494				1.05E+07	1.07E+07	1.07E+07
SPO2495	SPO2495				1.93E+07	1.79E+07	1.81E+07
SPO2496	SPO2496				3.51E+06	3.86E+06	3.76E+06
SPO2498	SPO2498				4.15E+06	3.96E+06	4.17E+06
SPO2499	SPO2499				1.86E+06	1.85E+06	1.98E+06
SPO2500	SPO2500				4.02E+06	4.02E+06	3.87E+06
SPO2501	SPO2501				2.37E+06	2.15E+06	2.24E+06
SPO2502	SPO2502				4.61E+06	4.58E+06	4.52E+06
SPO2503	SPO2503				5.26E+06	5.19E+06	5.77E+06
SPO2504	SPO2504				1.23E+07	1.24E+07	1.25E+07
SPO2505	SPO2505				2.66E+06	2.62E+06	2.51E+06
SPO2506	SPO2506				3.51E+06	3.79E+06	4.14E+06
SPO2507	SPO2507				62884.2	42782.2	35461.5
SPO2509	SPO2509				7.86E+06	8.27E+06	8.43E+06
SPO2510	SPO2510				1.01E+06	918092	807918
SPO2511	SPO2511				7.84E+06	8.88E+06	9.47E+06
SPO2512	SPO2512				7.15E+06	6.64E+06	6.67E+06
SPO2513	SPO2513				2.90E+06	3.05E+06	3.13E+06
SPO2515	SPO2515				1.64E+06	1.56E+06	1.48E+06
SPO2516	SPO2516				404650	593917	860760
SPO2517	SPO2517				1.22E+06	1.29E+06	1.27E+06
SPO2518	SPO2518				1.87E+06	1.87E+06	1.83E+06
SPO2519	SPO2519				1.07E+06	1.09E+06	1.13E+06
SPO2520	SPO2520				3.83E+06	3.55E+06	3.56E+06
SPO2521	SPO2521				1.16E+06	1.14E+06	1.16E+06
SPO2522	SPO2522				865584	766454	811188
SPO2523	SPO2523				2.85E+06	2.69E+06	2.41E+06
SPO2524	SPO2524				402486	401491	429784
SPO2527	SPO2527				577194	565131	630899
SPO2528	SPO2528				376474	347104	330382
SPO2529	SPO2529				179456	218435	193931
SPO2530	SPO2530				14162.8		
SPO2532	SPO2532					31438	45094.2
SPO2533	SPO2533					17958	19069.7
SPO2534	SPO2534				134743	147838	136010
SPO2535	SPO2535				17743.1	32608.1	20777.4
SPO2536	SPO2536				266776	251029	229869
SPO2538	SPO2538				386594	362916	340452
SPO2539	SPO2539				602195	508287	568751
SPO2540	SPO2540				292210	317036	315047
SPO2541	SPO2541				73622.4	62316.1	60984.5
SPO2543	SPO2543				3.13E+06	3.32E+06	3.18E+06
SPO2544	SPO2544				489164	544258	503920
SPO2545	SPO2545				245209	236753	243639
SPO2548	SPO2548				734189	777958	791797
SPO2549	SPO2549				46817	33276.6	45832.1
SPO2550	SPO2550				1.25E+06	1.20E+06	1.31E+06
SPO2551	SPO2551				143062	91883.2	92693.1
SPO2552	SPO2552				260444	222869	226953
SPO2553	SPO2553						
SPO2554	SPO2554				227816	200280	234818
SPO2555	SPO2555				45863.5	45079.7	42441.4
SPO2556	SPO2556				51598.3	50210.8	55468.8
SPO2559	SPO2559						
SPO2560	SPO2560				1.93E+06	1.89E+06	1.93E+06
SPO2561	SPO2561				1.30E+06	1.24E+06	1.22E+06
SPO2562	SPO2562				1.92E+06	1.97E+06	2.00E+06
SPO2563	SPO2563				1.77E+06	1.78E+06	1.72E+06
SPO2565	SPO2565				700260	672754	686207
SPO2566	SPO2566				1.48E+06	1.52E+06	1.38E+06
SPO2567	SPO2567				1.06E+06	931654	1.15E+06
SPO2568	SPO2568				1.01E+06	948884	1.12E+06
SPO2569	SPO2569				935010	956967	938097
SPO2570	SPO2570				2.98E+06	2.65E+06	2.58E+06
SPO2571	SPO2571				1.69E+07	1.73E+07	1.79E+07
SPO2572	SPO2572				7.52E+06	6.86E+06	6.77E+06
SPO2573	SPO2573				8.99E+07	9.50E+07	1.02E+08
SPO2574	SPO2574				1.28E+06	1.23E+06	1.26E+06
SPO2575	SPO2575				3.05E+06	3.06E+06	3.09E+06
SPO2576	SPO2576				217464	193464	211092
SPO2577	SPO2577				141991	118789	126126
SPO2578	SPO2578				1.61E+07	1.56E+07	1.54E+07
SPO2579	SPO2579				2.09E+07	2.08E+07	2.07E+07
SPO2580	SPO2580				137193	141386	130727
SPO2581	SPO2581				1.25E+06	1.12E+06	1.12E+06
SPO2582	SPO2582				1.40E+06	1.61E+06	1.28E+06
SPO2583	SPO2583				6.15E+06	5.88E+06	6.18E+06
SPO2584	SPO2584				530745	535287	522793
SPO2585	SPO2585				8.20E+06	8.65E+06	8.76E+06
SPO2587	SPO2587				1.05E+07	1.02E+07	1.04E+07
SPO2588	SPO2588				2.03E+06	1.89E+06	1.94E+06
SPO2589	SPO2589				5.27E+06	5.06E+06	5.20E+06
SPO2590	SPO2590				2.73E+06	2.87E+06	2.78E+06
SPO2591	SPO2591				1.33E+07	1.37E+07	1.54E+07
SPO2592	SPO2592				188057	187970	191457
SPO2594	SPO2594				6.80E+06	6.67E+06	6.57E+06
SPO2595	SPO2595				1.46E+06	1.40E+06	1.56E+06
SPO2596	SPO2596				3.87E+06	3.86E+06	3.04E+06
SPO2597	SPO2597				1.65E+07	1.66E+07	1.72E+07
SPO2598	SPO2598				2.22E+06	2.02E+06	2.07E+06
SPO2601	SPO2601				430947	473677	466037
SPO2602	SPO2602				822311	687323	795101
SPO2603	SPO2603				645733	551536	595627
SPO2604	SPO2604				122820	108080	108890
SPO2605	SPO2605				481505	457192	514559
SPO2606	SPO2606				1.10E+07	1.08E+07	1.10E+07
SPO2607	SPO2607				2.93E+06	2.67E+06	2.72E+06
SPO2608	SPO2608				3.95E+06	3.81E+06	3.86E+06
SPO2609	SPO2609				5.15E+06	5.64E+06	5.91E+06
SPO2610	SPO2610				4.05E+06	4.09E+06	4.09E+06
SPO2612	SPO2612				1.10E+07	1.11E+07	1.14E+07
SPO2613	SPO2613				1.53E+07	1.58E+07	1.64E+07
SPO2614	SPO2614				2.59E+06	2.66E+06	2.90E+06
SPO2615	SPO2615				1.34E+08	1.34E+08	1.44E+08
SPO2616	SPO2616				3.38E+06	3.39E+06	3.38E+06
SPO2617	SPO2617				7.92E+06	8.39E+06	9.43E+06
SPO2618	SPO2618				2.18E+06	2.85E+06	3.15E+06
SPO2619	SPO2619				772438	424782	615350
SPO2620	SPO2620				2.73E+06	2.83E+06	2.82E+06
SPO2621	SPO2621				6.64E+06	6.18E+06	6.58E+06
SPO2622	SPO2622				698369	665166	740321
SPO2624	SPO2624				964617	952750	1.01E+06
SPO2625	SPO2625				406488	430167	429150
SPO2626	SPO2626				133456	101085	127847
SPO2627	SPO2627				1.49E+06	1.11E+06	1.14E+06
SPO2628	SPO2628				6.67E+06	6.91E+06	6.80E+06
SPO2629	SPO2629				2.63E+06	2.56E+06	2.68E+06
SPO2630	SPO2630				898791	860989	864383
SPO2631	SPO2631				1.37E+07	1.17E+07	1.18E+07
SPO2632	SPO2632				386522	401767	290921
SPO2633	SPO2633				3.67E+06	3.21E+06	3.30E+06
SPO2634	SPO2634				1.09E+07	1.01E+07	9.94E+06
SPO2635	SPO2635				2.10E+06	2.09E+06	2.08E+06
SPO2636	SPO2636				6.03E+06	6.45E+06	5.98E+06
SPO2637	SPO2637				1.36E+07	1.22E+07	1.26E+07
SPO2638	SPO2638				2.26E+07	2.40E+07	2.32E+07
SPO2639	SPO2639				1.19E+06	1.18E+06	1.11E+06
SPO2640	SPO2640				2.02E+06	1.79E+06	1.81E+06
SPO2643	SPO2643				73140.9	97448.6	112198
SPO2644	SPO2644				2.01E+06	1.86E+06	1.73E+06
SPO2645	SPO2645				3.79E+06	4.42E+06	4.37E+06
SPO2646	SPO2646				6.44E+06	5.98E+06	5.83E+06
SPO2647	SPO2647				3.05E+06	3.10E+06	3.11E+06
SPO2648	SPO2648				2.99E+06	2.88E+06	2.95E+06
SPO2649	SPO2649				2.29E+06	2.20E+06	2.24E+06
SPO2650	SPO2650				5.53E+06	5.66E+06	5.46E+06
SPO2651	SPO2651				2.50E+06	2.41E+06	2.37E+06
SPO2652	SPO2652				3.32E+06	3.37E+06	3.44E+06
SPO2652a	SPO2652a				1.12E+06	987338	774016
SPO2653	SPO2653				7.73E+06	7.20E+06	7.20E+06
SPO2654	SPO2654				1.17E+07	1.26E+07	1.27E+07
SPO2655	SPO2655				3.44E+06	3.11E+06	3.36E+06
SPO2656	SPO2656				720274	679863	642229
SPO2657	SPO2657					19260.5	79424.1
SPO2658	SPO2658				709609	662409	684368
SPO2659	SPO2659				16008.7	12633.3	
SPO2660	SPO2660				92055.5	70593.8	84293.7
SPO2661	SPO2661				227758	223961	243270
SPO2662	SPO2662				53144.2	87055.7	58575.2
SPO2666	SPO2666				321236	326560	
SPO2668	SPO2668				729877	775595	771119
SPO2669	SPO2669				931777	1.02E+06	1.03E+06
SPO2670	SPO2670				6.67E+06	7.04E+06	7.28E+06
SPO2671	SPO2671				499356	455343	434768
SPO2672	SPO2672				4.96E+06	4.47E+06	4.66E+06
SPO2673	SPO2673				535551	458967	452548
SPO2674	SPO2674				3.10E+06	2.85E+06	2.88E+06
SPO2675	SPO2675				17921	9941.88	14575.3
SPO2676	SPO2676						
SPO2677	SPO2677				1.25E+07	1.23E+07	1.27E+07
SPO2678	SPO2678				110907	123473	103366
SPO2679	SPO2679				8.86E+06	9.81E+06	9.67E+06
SPO2680	SPO2680				7.58E+06	7.30E+06	7.49E+06
SPO2681	SPO2681				3.29E+06	3.72E+06	3.63E+06
SPO2682	SPO2682				1.15E+06	1.21E+06	1.28E+06
SPO2683	SPO2683				5.80E+06	4.48E+06	4.98E+06
SPO2684	SPO2684				881658	882394	885935
SPO2685	SPO2685				319318	296346	295636
SPO2686	SPO2686				3.59E+07	3.76E+07	3.77E+07
SPO2687	SPO2687				2.51E+06	2.52E+06	2.24E+06
SPO2688	SPO2688				3.96E+06	3.87E+06	4.14E+06
SPO2689	SPO2689				2.65E+06	2.53E+06	2.64E+06
SPO2690	SPO2690				3.40E+06	3.09E+06	3.54E+06
SPO2691	SPO2691				2.04E+06	1.97E+06	1.94E+06
SPO2692	SPO2692				9.40E+06	9.95E+06	1.05E+07
SPO2693	SPO2693				2.67E+06	2.59E+06	2.65E+06
SPO2694	SPO2694				284840	207396	199042
SPO2695	SPO2695				3.68E+06	3.41E+06	3.55E+06
SPO2697	SPO2697				232541	162997	158306
SPO2698	SPO2698				364031	341533	332202
SPO2701	SPO2701				9004.48	8856.33	6473.15
SPO2702	SPO2702				1.08E+06	1.10E+06	1.07E+06
SPO2704	SPO2704				135794	109288	129094
SPO2705	SPO2705				152621	127115	148578
SPO2706	SPO2706				26799.5	24439.1	31356.2
SPO2707	SPO2707				424430	396871	414739
SPO2708	SPO2708				402652	436204	399534
SPO2709	SPO2709				244907	214547	238181
SPO2710	SPO2710				764935	658717	652643
SPO2711	SPO2711				161034	124509	155223
SPO2712	SPO2712				1.75E+06	1.62E+06	1.74E+06
SPO2713	SPO2713				647684	613348	580740
SPO2714	SPO2714				628621	605317	569363
SPO2715	SPO2715				662217	617277	628508
SPO2716	SPO2716				95277.2	88013.6	96708.8
SPO2717	SPO2717				1.08E+06	1.14E+06	1.08E+06
SPO2718	SPO2718				118623	104886	95498.4
SPO2719	SPO2719				455802	392522	426288
SPO2721	SPO2721				5.82E+06	6.16E+06	6.20E+06
SPO2722	SPO2722				411922	439145	473741
SPO2723	SPO2723				5.24E+06	5.56E+06	5.59E+06
SPO2723a	SPO2723a				6.15E+06	6.49E+06	6.37E+06
SPO2724	SPO2724				3.98E+06	3.88E+06	3.89E+06
SPO2733	SPO2733				3.47E+06	3.27E+06	3.34E+06
SPO2734	SPO2734				1.81E+06	1.70E+06	1.90E+06
SPO2735	SPO2735				1.81E+06	1.66E+06	1.64E+06
SPO2736	SPO2736				610203	586106	594173
SPO2738	SPO2738				3.52E+07	3.99E+07	3.57E+07
SPO2739	SPO2739				1.68E+07	1.62E+07	1.62E+07
SPO2740	SPO2740				9.56E+06	1.05E+07	1.07E+07
SPO2741	SPO2741				3.14E+06	2.95E+06	2.92E+06
SPO2742	SPO2742				5.05E+06	5.39E+06	5.60E+06
SPO2743	SPO2743				2.99E+06	2.96E+06	2.83E+06
SPO2744	SPO2744				25695.1	22300.2	31393.7
SPO2745	SPO2745				1.32E+06	1.20E+06	1.23E+06
SPO2746	SPO2746				4.09E+06	4.19E+06	4.35E+06
SPO2747	SPO2747				657974	608626	587886
SPO2748	SPO2748				388015	453716	390771
SPO2749	SPO2749				615714	652734	650006
SPO2750	SPO2750				329423	338122	333953
SPO2751	SPO2751				5.96E+06	5.93E+06	6.49E+06
SPO2752	SPO2752				234953	287805	267549
SPO2753	SPO2753				307924	309081	283952
SPO2754	SPO2754				1.61E+06	1.64E+06	1.61E+06
SPO2755	SPO2755				845202	893398	922467
SPO2756	SPO2756				165554	129097	154361
SPO2757	SPO2757				1.50E+06	1.24E+06	1.02E+06
SPO2758	SPO2758				1.10E+06	1.04E+06	989492
SPO2759	SPO2759				3.59E+06	3.32E+06	3.19E+06
SPO2760	SPO2760				6.27E+06	6.28E+06	6.38E+06
SPO2761	SPO2761				6.03E+06	5.21E+06	5.31E+06
SPO2762	SPO2762				4.80E+06	5.28E+06	4.95E+06
SPO2763	SPO2763				6.16E+06	6.65E+06	6.23E+06
SPO2764	SPO2764				7.17E+06	7.32E+06	7.61E+06
SPO2765	SPO2765				2.85E+06	2.34E+06	2.30E+06
SPO2766	SPO2766				1.51E+06	1.90E+06	1.93E+06
SPO2767	SPO2767				5.31E+06	5.05E+06	5.55E+06
SPO2768	SPO2768				2.57E+06	2.17E+06	2.55E+06
SPO2769	SPO2769				3.95E+06	3.81E+06	3.70E+06
SPO2770	SPO2770				1.36E+07	1.46E+07	1.52E+07
SPO2771	SPO2771				799007	685577	761977
SPO2772	SPO2772				6.92E+06	7.21E+06	6.58E+06
SPO2773	SPO2773				772176	671370	724731
SPO2774	SPO2774				1.64E+07	1.69E+07	1.66E+07
SPO2775	SPO2775				4.11E+06	4.41E+06	4.53E+06
SPO2776	SPO2776				9.06E+06	8.41E+06	8.80E+06
SPO2777	SPO2777				1.20E+07	1.19E+07	1.24E+07
SPO2778	SPO2778				681235	578008	898422
SPO2779	SPO2779				1.80E+06	2.12E+06	2.09E+06
SPO2780	SPO2780				1.46E+07	1.47E+07	1.56E+07
SPO2781	SPO2781				2.42E+07	2.33E+07	2.54E+07
SPO2782	SPO2782				1.60E+07	1.58E+07	1.51E+07
SPO2784	SPO2784				2.11E+07	1.97E+07	2.02E+07
SPO2785	SPO2785				8.00E+06	7.94E+06	7.74E+06
SPO2786	SPO2786				3.17E+06	3.11E+06	3.30E+06
SPO2787	SPO2787				3.63E+06	3.61E+06	3.68E+06
SPO2788	SPO2788				5.27E+06	5.28E+06	5.48E+06
SPO2789	SPO2789				1.38E+06	1.40E+06	1.46E+06
SPO2790	SPO2790				965622	966956	966144
SPO2791	SPO2791				188890	156551	170883
SPO2792	SPO2792				178228	179626	104343
SPO2793	SPO2793				2.09E+06	2.13E+06	2.02E+06
SPO2795	SPO2795				2.85E+06	2.79E+06	3.04E+06
SPO2796	SPO2796				1.45E+06	1.24E+06	1.30E+06
SPO2797	SPO2797				2.51E+07	2.56E+07	2.50E+07
SPO2798	SPO2798				3.09E+06	2.98E+06	3.10E+06
SPO2799	SPO2799				5.62E+06	5.76E+06	5.97E+06
SPO2800	SPO2800				2.53E+06	2.43E+06	2.45E+06
SPO2801	SPO2801				1.84E+06	1.88E+06	1.81E+06
SPO2802	SPO2802				2.40E+06	2.35E+06	2.50E+06
SPO2803	SPO2803				413475	388215	396124
SPO2804	SPO2804				368042	255108	344379
SPO2805	SPO2805				150759	142244	166654
SPO2806	SPO2806				849848	774875	851336
SPO2807	SPO2807				962154	749974	752139
SPO2808	SPO2808				1.31E+07	1.33E+07	1.39E+07
SPO2809	SPO2809				2.74E+06	2.73E+06	2.79E+06
SPO2810	SPO2810				3.51E+06	3.39E+06	3.43E+06
SPO2811	SPO2811				3.74E+06	3.55E+06	3.74E+06
SPO2812	SPO2812				3.99E+06	4.09E+06	3.96E+06
SPO2813	SPO2813				5.45E+06	5.34E+06	5.44E+06
