Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_++Cas_ML_I.raw	I:\Fadime\250307\250308_++Cas_ML_II.raw	I:\Fadime\250307\250308_++Cas_ML_III.raw
SPO0524	SPO0524				1.25E+06	1.37E+06	1.61E+06
SPO0525	SPO0525				61454.4	136862	122566
SPO0526	SPO0526				6.28E+06	8.99E+06	8.93E+06
SPO0527	SPO0527				7.48E+06	6.88E+06	6.95E+06
SPO0528	SPO0528				2.79E+07	3.95E+07	3.89E+07
SPO0530	SPO0530				4.18E+06	3.62E+06	3.50E+06
SPO0531	SPO0531				4.28E+06	4.03E+06	4.09E+06
SPO0532	SPO0532				9.29E+06	1.11E+07	1.08E+07
SPO0533	SPO0533				420235	457763	488547
SPO0534	SPO0534				821350	804281	755772
SPO0535	SPO0535				323233	443814	411768
SPO0536	SPO0536				1.34E+06	1.19E+06	1.37E+06
SPO0537	SPO0537				663636	656693	869766
SPO0538	SPO0538				1.08E+08	2.54E+07	2.15E+07
SPO0539	SPO0539				343864	569402	543336
SPO0540	SPO0540				1.06E+06	1.24E+06	1.17E+06
SPO0541	SPO0541				2.03E+06	2.47E+06	2.47E+06
SPO0543	SPO0543				750955	615680	682258
SPO0544	SPO0544				383508	461610	477071
SPO0545	SPO0545				1.93E+06	2.59E+06	2.69E+06
SPO0546	SPO0546				944892	615338	665848
SPO0547	SPO0547				496800	496916	505727
SPO0549	SPO0549				1.34E+06	1.46E+06	1.34E+06
SPO0550	SPO0550				1.67E+06	1.08E+06	1.09E+06
SPO0551	SPO0551				1.09E+06	982856	1.04E+06
SPO0552	SPO0552				1.23E+06	1.36E+06	1.21E+06
SPO0553	SPO0553				993760	897478	862232
SPO0554	SPO0554				2.18E+06	2.01E+06	2.02E+06
SPO0555	SPO0555				3.22E+06	2.95E+06	3.15E+06
SPO0556	SPO0556				1.72E+06	2.31E+06	2.29E+06
SPO0557	SPO0557				1.93E+06	2.65E+06	2.66E+06
SPO0558	SPO0558				1.36E+06	1.57E+06	1.50E+06
SPO0559	SPO0559				605831	546345	526532
SPO0560	SPO0560				6.66E+06	6.59E+06	6.83E+06
SPO0561	SPO0561				2.96E+06	2.58E+06	2.53E+06
SPO0562	SPO0562				4.72E+06	4.75E+06	4.77E+06
SPO0563	SPO0563				4.12E+06	3.28E+06	3.35E+06
SPO0564	SPO0564				342609	439291	475396
SPO0565	SPO0565				139008	127995	149296
SPO0566	SPO0566				334899	631871	608014
SPO0567	SPO0567				2.05E+06	2.01E+06	2.03E+06
SPO0568	SPO0568				1.33E+06	1.09E+06	99468.1
SPO0569	SPO0569				221601	410817	382792
SPO0570	SPO0570				309385	269165	267655
SPO0571	SPO0571				389692	469057	503048
SPO0572	SPO0572				213053	227697	227152
SPO0573	SPO0573				70339.5	62478.5	28198.2
SPO0574	SPO0574				1.55E+06	1.79E+06	1.72E+06
SPO0575	SPO0575				791979	1.11E+06	1.02E+06
SPO0576	SPO0576				376392	375033	348904
SPO0577	SPO0577				382827	284446	327944
SPO0578	SPO0578				389782	402408	335904
SPO0579	SPO0579				561050	554700	549943
SPO0580	SPO0580				1.45E+06	1.81E+06	1.88E+06
SPO0581	SPO0581				1.44E+06	1.36E+06	1.40E+06
SPO0582	SPO0582				1.08E+07	1.04E+07	9.88E+06
SPO0583	SPO0583				304880	245134	278839
SPO0584	SPO0584				237788	290739	266300
SPO0585	SPO0585				1.30E+06	1.20E+06	1.19E+06
SPO0586	SPO0586				2.20E+06	1.96E+06	1.99E+06
SPO0587	SPO0587				1.08E+06	794543	798158
SPO0588	SPO0588				471356	439218	380463
SPO0589	SPO0589				718054	749468	702430
SPO0590	SPO0590				676639	744227	668029
SPO0591	SPO0591				77322.1	39806.4	115032
SPO0594	SPO0594				58275.4	56485.3	81625
SPO0595	SPO0595				47887.6	34532.6	41346.1
SPO0596	SPO0596				585662	185944	352205
SPO0597	SPO0597				342169	308034	231009
SPO0599	SPO0599				5.65E+06	6.10E+06	6.39E+06
SPO0600	SPO0600				2.55E+06	2.78E+06	2.70E+06
SPO0601	SPO0601				1.61E+07	1.64E+07	1.65E+07
SPO0602	SPO0602				1.11E+06	1.49E+06	1.42E+06
SPO0603	SPO0603				223602	266817	269318
SPO0605	SPO0605				358107	386496	411163
SPO0606	SPO0606				342908	301832	295196
SPO0607	SPO0607				797578	872306	791396
SPO0608	SPO0608				7.12E+06	8.05E+06	8.11E+06
SPO0609	SPO0609				1.86E+06	1.80E+06	1.81E+06
SPO0610	SPO0610				4.53E+06	4.40E+06	4.29E+06
SPO0611	SPO0611				1.09E+06	1.84E+06	1.73E+06
SPO0612	SPO0612				248343	435815	426982
SPO0613	SPO0613				466107	905632	753339
SPO0614	SPO0614				752131	770723	779085
SPO0615	SPO0615				205080	215295	225382
SPO0616	SPO0616				8.85E+06	8.50E+06	7.94E+06
SPO0618	SPO0618				433032	495632	494948
SPO0621	SPO0621				329173	323312	314230
SPO0624	SPO0624				275992	371247	339168
SPO0628a	SPO0628a				1.04E+06	964224	926911
SPO0629	SPO0629				97617	93136.3	90219.8
SPO0631	SPO0631				1.27E+06	1.22E+06	1.23E+06
SPO0632	SPO0632				1.79E+07	1.57E+07	1.59E+07
SPO0633	SPO0633				8.94E+06	9.23E+06	9.32E+06
SPO0634	SPO0634				4.45E+06	3.96E+06	3.90E+06
SPO0635	SPO0635				8.36E+06	8.73E+06	8.79E+06
SPO0636	SPO0636				226445	66647.7	27721.4
SPO0638	SPO0638				69236.6	77617.6	122088
SPO0639	SPO0639				219543	266646	231490
SPO0640	SPO0640				629251	391059	378525
SPO0641	SPO0641				951842	904716	802401
SPO0642	SPO0642				3.13E+06	3.10E+06	2.92E+06
SPO0643	SPO0643				4.89E+06	6.17E+06	6.05E+06
SPO0644	SPO0644				1.16E+07	1.19E+07	1.22E+07
SPO0645	SPO0645				2.70E+06	3.53E+06	3.42E+06
SPO0646	SPO0646						
SPO0647	SPO0647						
SPO0648	SPO0648				3.23E+07	3.74E+07	3.80E+07
SPO0649	SPO0649				341199	688644	676832
SPO0650	SPO0650				696905	832562	858864
SPO0651	SPO0651				3.53E+06	3.48E+06	3.63E+06
SPO0652	SPO0652				383293	501666	524214
SPO0653	SPO0653				1.06E+06	981466	1.01E+06
SPO0654	SPO0654				1.23E+06	1.17E+06	1.21E+06
SPO0655	SPO0655						
SPO0656	SPO0656				1.97E+06	2.29E+06	2.25E+06
SPO0657	SPO0657				14552.7	25283.7	17044.6
SPO0658	SPO0658				748368	685524	688414
SPO0659	SPO0659				634762	523067	507165
SPO0660	SPO0660				1.16E+06	1.79E+06	1.77E+06
SPO0663	SPO0663				104009	76691.1	95925.1
SPO0664	SPO0664				295286	293478	245225
SPO0665	SPO0665				210722	504464	557099
SPO0666	SPO0666				229991	189513	194233
SPO0667	SPO0667				9.12E+06	9.27E+06	9.27E+06
SPO0668	SPO0668				5.90E+06	6.18E+06	6.51E+06
SPO0669	SPO0669				4.72E+06	5.83E+06	5.96E+06
SPO0670	SPO0670				305182	203796	287132
SPO0671	SPO0671				130928	80918.5	94865.3
SPO0672	SPO0672				286034	328033	337871
SPO0673	SPO0673				9.65E+06	1.08E+07	1.09E+07
SPO0674	SPO0674				2.05E+06	2.82E+06	2.89E+06
SPO0675	SPO0675				828197	1.25E+06	1.22E+06
SPO0676	SPO0676				396742	574186	561623
SPO0677	SPO0677				881526	957344	898496
SPO0678	SPO0678				1.61E+06	1.38E+06	1.58E+06
SPO0679	SPO0679				1.86E+06	1.78E+06	1.78E+06
SPO0680	SPO0680				504900	469808	533785
SPO0681	SPO0681						
SPO0682	SPO0682				746155	790720	745637
SPO0683	SPO0683				4.50E+06	5.22E+06	5.50E+06
SPO0684	SPO0684				179776	211485	266436
SPO0685	SPO0685				2.95E+06	2.78E+06	2.94E+06
SPO0686	SPO0686				1.12E+06	1.41E+06	1.50E+06
SPO0687	SPO0687				1.20E+06	1.21E+06	1.21E+06
SPO0688	SPO0688				2.51E+06	2.36E+06	2.57E+06
SPO0689	SPO0689				8.63E+06	6.15E+06	6.38E+06
SPO0690	SPO0690				447753	671254	605239
SPO0691	SPO0691				4.51E+06	6.63E+06	6.22E+06
SPO0692	SPO0692				1.08E+06	736449	433706
SPO0693	SPO0693				6.79E+06	9.12E+06	8.99E+06
SPO0694	SPO0694				185286	251595	260395
SPO0695	SPO0695				154379	131025	113326
SPO0697	SPO0697				2.98E+06	2.60E+06	2.75E+06
SPO0699	SPO0699				329440	219160	184369
SPO0700	SPO0700				718713	760698	727120
SPO0701	SPO0701				6.19E+07	3.96E+07	4.30E+07
SPO0702	SPO0702				1.37E+06	1.05E+06	1.09E+06
SPO0703	SPO0703				693852	726987	729845
SPO0704	SPO0704				657279	669006	747477
SPO0705	SPO0705				525009	907316	956502
SPO0706	SPO0706				1.73E+07	2.04E+07	2.23E+07
SPO0707	SPO0707				889998	875854	920796
SPO0708	SPO0708				3.82E+06	3.51E+06	3.34E+06
SPO0709	SPO0709				2.13E+07	2.29E+07	2.25E+07
SPO0710	SPO0710				5.62E+06	5.43E+06	5.39E+06
SPO0711	SPO0711				2.50E+06	3.16E+06	3.23E+06
SPO0712	SPO0712				988068	988695	825264
SPO0713	SPO0713				2.41E+06	2.47E+06	2.52E+06
SPO0714	SPO0714				6.05E+06	2.60E+06	2.71E+06
SPO0715	SPO0715				839112	77155.3	113703
SPO0716	SPO0716				5.11E+06	4.70E+06	4.70E+06
SPO0717	SPO0717				1.00E+07	1.02E+07	1.03E+07
SPO0718	SPO0718				228904	210978	224668
SPO0719	SPO0719				2.73E+07	4.60E+07	4.66E+07
SPO0720	SPO0720				7.91E+07	6.54E+07	6.50E+07
SPO0721	SPO0721				91783.5	134523	159329
SPO0722	SPO0722				6.71E+06	7.54E+06	7.52E+06
SPO0724	SPO0724				2.21E+06	1.75E+06	1.83E+06
SPO0725	SPO0725				665411	663829	649566
SPO0726	SPO0726				3.82E+06	4.10E+06	4.29E+06
SPO0727	SPO0727				5.34E+06	4.24E+06	4.20E+06
SPO0728	SPO0728				1.98E+08	1.97E+08	2.09E+08
SPO0729	SPO0729				3.65E+06	3.35E+06	3.23E+06
SPO0731	SPO0731				6.86E+06	4.68E+06	4.90E+06
SPO0732	SPO0732				1.80E+07	1.54E+07	1.62E+07
SPO0733	SPO0733				2.02E+06	1.96E+06	2.06E+06
SPO0734	SPO0734				3.01E+06	2.36E+06	2.43E+06
SPO0735	SPO0735				2.35E+06	2.10E+06	1.99E+06
SPO0736	SPO0736				226587	155253	255149
SPO0738	SPO0738				153055	137956	186850
SPO0739	SPO0739				261409	533574	347433
SPO0740	SPO0740				209747	480697	264299
SPO0741	SPO0741				492645	716038	683246
SPO0742	SPO0742				3.20E+06	3.38E+06	3.51E+06
SPO0743	SPO0743				2.23E+06	2.72E+06	2.93E+06
SPO0744	SPO0744				221895	174783	162394
SPO0745	SPO0745				1.00E+06	886980	925401
SPO0746	SPO0746				2.07E+06	2.07E+06	2.10E+06
SPO0747	SPO0747				131892	90240.8	80041.2
SPO0750	SPO0750				387285	444962	428858
SPO0751	SPO0751				953854	943365	968387
SPO0752	SPO0752				2.76E+06	2.28E+06	2.23E+06
SPO0753	SPO0753				377772	523093	534591
SPO0754	SPO0754				506047	432767	466655
SPO0755	SPO0755				634225	1.10E+06	1.02E+06
SPO0756	SPO0756				950774	920124	917246
SPO0757	SPO0757				775583	1.01E+06	908818
SPO0758	SPO0758				2.99E+06	2.77E+06	2.58E+06
SPO0759	SPO0759				1.23E+06	888784	772441
SPO0760	SPO0760				78215.1	83661	97327.6
SPO0761	SPO0761				1.10E+06	1.57E+06	1.79E+06
SPO0762	SPO0762				1.70E+06	1.73E+06	1.79E+06
SPO0763	SPO0763				189077	313997	273215
SPO0764	SPO0764				244717	228823	219924
SPO0765	SPO0765				656615	735013	688602
SPO0766	SPO0766				191214	245217	229004
SPO0767	SPO0767				7.78E+06	7.82E+06	8.50E+06
SPO0768	SPO0768				1.30E+06	1.34E+06	1.36E+06
SPO0769	SPO0769				159538	319141	295226
SPO0770	SPO0770						
SPO0771	SPO0771						
SPO0772	SPO0772				3.25E+06	2.68E+06	2.65E+06
SPO0773	SPO0773				1.06E+07	9.57E+06	9.25E+06
SPO0774	SPO0774				824499	782191	791232
SPO0775	SPO0775				774070	931442	892816
SPO0776	SPO0776				180878	173410	243591
SPO0777	SPO0777				711354	634761	708940
SPO0778	SPO0778				549226	442163	455712
SPO0779	SPO0779				6.23E+06	6.57E+06	6.68E+06
SPO0781	SPO0781						
SPO0785	SPO0785				1.94E+06	1.89E+06	2.02E+06
SPO0786	SPO0786				5.02E+06	4.18E+06	4.33E+06
SPO0787	SPO0787				675297	1.26E+06	1.20E+06
SPO0788	SPO0788				495399	539283	550121
SPO0789	SPO0789				88580.6		61335.4
SPO0790	SPO0790				1.91E+06		493691
SPO0791	SPO0791				5.93E+06	5.64E+06	5.93E+06
SPO0792	SPO0792				2.45E+07	1.49E+07	1.48E+07
SPO0793	SPO0793				409957	470479	398151
SPO0794	SPO0794				786760	879095	861440
SPO0795	SPO0795				348397	340432	324219
SPO0796	SPO0796				197054	374572	121952
SPO0798	SPO0798				167432	116368	131500
SPO0799	SPO0799				497456	369456	383413
SPO0800	SPO0800				274427	302160	302124
SPO0801	SPO0801				1.01E+06	983024	960419
SPO0802	SPO0802				5.11E+07	5.61E+07	5.75E+07
SPO0803	SPO0803				261504	376983	318154
SPO0804	SPO0804				7.31E+06	3.84E+06	4.02E+06
SPO0805	SPO0805				909917	734012	775098
SPO0806	SPO0806				2.04E+06	1.58E+06	1.57E+06
SPO0808	SPO0808				9.46E+06	1.08E+07	1.12E+07
SPO0809	SPO0809				1.29E+06	1.28E+06	1.32E+06
SPO0810	SPO0810				5.57E+06	7.33E+06	6.78E+06
SPO0811	SPO0811				3.97E+06	3.59E+06	3.31E+06
SPO0812	SPO0812				1.15E+08	9.42E+07	9.53E+07
SPO0813	SPO0813				1.47E+07	1.21E+07	1.20E+07
SPO0814	SPO0814				2.78E+06	3.22E+06	3.26E+06
SPO0815	SPO0815				1.61E+07	1.52E+07	1.49E+07
SPO0816	SPO0816				291848	409696	422100
SPO0817	SPO0817				1.07E+07	9.58E+06	9.80E+06
SPO0818	SPO0818				597234	531101	409953
SPO0819	SPO0819				1.72E+06	1.95E+06	1.88E+06
SPO0820	SPO0820				3.11E+06	3.27E+06	3.29E+06
SPO0821	SPO0821				2.52E+06	2.36E+06	2.20E+06
SPO0822	SPO0822				845659	871108	816226
SPO0823	SPO0823				803928	1.02E+06	930576
SPO0824	SPO0824				176285	358037	472963
SPO0825	SPO0825				6.93E+06	9.08E+06	8.93E+06
SPO0826	SPO0826				2.29E+06	1.95E+06	1.95E+06
SPO0827	SPO0827				2.33E+06	2.06E+06	2.11E+06
SPO0828	SPO0828				99014		61735.8
SPO0829	SPO0829				683537	762197	817791
SPO0830	SPO0830				782774	882346	835380
SPO0831	SPO0831				691081	626594	632629
SPO0832	SPO0832				1.29E+06	1.27E+06	1.11E+06
SPO0833	SPO0833				1.96E+06	2.02E+06	2.04E+06
SPO0834	SPO0834				1.89E+06	1.84E+06	1.93E+06
SPO0835	SPO0835				2.36E+06	2.89E+06	2.74E+06
SPO0836	SPO0836				5.77E+06	4.84E+06	4.57E+06
SPO0837	SPO0837				269487	272412	235093
SPO0838	SPO0838				783469	2.37E+06	2.51E+06
SPO0839	SPO0839				494566	434178	428317
SPO0840	SPO0840				536923	647574	641560
SPO0841	SPO0841				84560.2	199272	197243
SPO0842	SPO0842				1.18E+06	1.11E+06	1.05E+06
SPO0843	SPO0843				894573	1.04E+06	951414
SPO0844	SPO0844				1.30E+06	1.54E+06	1.52E+06
SPO0845	SPO0845				1.22E+06	1.71E+06	1.79E+06
SPO0846	SPO0846				608064	559045	633152
SPO0847	SPO0847				2.14E+06	2.02E+06	2.00E+06
SPO0848	SPO0848				741390	1.17E+06	1.07E+06
SPO0849	SPO0849				1.06E+06	1.21E+06	1.20E+06
SPO0850	SPO0850				63489.6	67608.8	78347.7
SPO0851	SPO0851				1.35E+06	1.26E+06	1.32E+06
SPO0852	SPO0852				1.08E+06	1.00E+06	1.03E+06
SPO0853	SPO0853				881311	878323	822147
SPO0854	SPO0854				749376	677556	670842
SPO0855	SPO0855				286391	274604	311713
SPO0856	SPO0856				247687	283111	295028
SPO0857	SPO0857				197582	149740	205039
SPO0858	SPO0858				119490	193343	154265
SPO0859	SPO0859				340570	555651	585621
SPO0860	SPO0860				781729	784972	788477
SPO0861	SPO0861				579815	873569	894934
SPO0862	SPO0862				71725.9	102997	87022.6
SPO0863	SPO0863				47383.3	68105.2	140459
SPO0864	SPO0864				296007	283561	367544
SPO0865	SPO0865				180273	144466	155753
SPO0866	SPO0866				1.84E+06	1.74E+06	1.75E+06
SPO0867	SPO0867				1.41E+06	1.55E+06	1.51E+06
SPO0868	SPO0868				1.63E+06	1.81E+06	1.81E+06
SPO0869	SPO0869				349768	567709	569647
SPO0870	SPO0870				2.36E+06	2.04E+06	1.95E+06
SPO0871	SPO0871				1.05E+06	1.20E+06	1.20E+06
SPO0872	SPO0872				905409	955392	963635
SPO0873	SPO0873				505454	459083	497672
SPO0874	SPO0874				101081	107457	90061.8
SPO0875	SPO0875				4.09E+06	3.35E+06	3.38E+06
SPO0876	SPO0876				3.36E+06	2.25E+06	2.60E+06
SPO0876a	SPO0876a				3.94E+06	4.67E+06	5.04E+06
SPO0877	SPO0877				543772	506336	545905
SPO0878	SPO0878				763912	538735	494062
SPO0879	SPO0879				7.66E+06	6.42E+06	6.76E+06
SPO0880	SPO0880				1.61E+06	1.58E+06	1.51E+06
SPO0881	SPO0881				1.61E+06	1.78E+06	1.80E+06
SPO0882	SPO0882				118026	116735	149692
SPO0883	SPO0883				546637	655512	707212
SPO0884	SPO0884				516494	1.35E+06	1.18E+06
SPO0885	SPO0885				4.51E+06	3.85E+06	4.02E+06
SPO0886	SPO0886				6.85E+07	1.11E+08	1.23E+08
SPO0887	SPO0887				1.32E+08	1.30E+08	1.32E+08
SPO0888	SPO0888				4.24E+06	3.92E+06	3.41E+06
SPO0889	SPO0889						
SPO0890	SPO0890				423747	787990	743024
SPO0891	SPO0891				773910	767187	731279
SPO0892	SPO0892				6.94E+06	6.77E+06	6.86E+06
SPO0893	SPO0893				7.04E+06	5.62E+06	5.27E+06
SPO0894	SPO0894				973539	1.35E+06	1.19E+06
SPO0895	SPO0895				2.30E+06	1.71E+06	1.44E+06
SPO0896	SPO0896				114197	73963.2	106046
SPO0897	SPO0897				4.46E+06	4.63E+06	4.52E+06
SPO0898	SPO0898				1.63E+06	1.65E+06	1.72E+06
SPO0899	SPO0899				3.02E+06	2.54E+06	2.44E+06
SPO0900	SPO0900				3.43E+07	3.59E+07	3.75E+07
SPO0901	SPO0901				900700	619484	641869
SPO0902	SPO0902				2.02E+06	1.68E+06	1.62E+06
SPO0903	SPO0903				1.00E+07	1.12E+07	1.19E+07
SPO0904	SPO0904				4.08E+06	3.65E+06	3.85E+06
SPO0905	SPO0905				111788	89412.7	107525
SPO0906	SPO0906				3.70E+06	3.60E+06	3.60E+06
SPO0907	SPO0907				1.21E+06	1.46E+06	1.40E+06
SPO0908	SPO0908				362283	603714	591798
SPO0909	SPO0909				1.50E+06	3.82E+06	3.17E+06
SPO0910	SPO0910				93909.7	82590.8	106967
SPO0911	SPO0911				6.46E+06	6.80E+06	6.58E+06
SPO0912	SPO0912				3.83E+06	3.23E+06	3.13E+06
SPO0913	SPO0913				6.73E+06	7.54E+06	7.41E+06
SPO0914	SPO0914				1.87E+06	2.40E+06	2.17E+06
SPO0915	SPO0915				3.19E+06	4.01E+06	4.01E+06
SPO0916	SPO0916				355824	355540	352987
SPO0917	SPO0917				87822.2	91866.7	102670
SPO0918	SPO0918				6.17E+06	5.64E+06	5.79E+06
SPO0919	SPO0919				115308	77862.8	97787.1
SPO0920	SPO0920				1.30E+06	1.33E+06	1.33E+06
SPO0921	SPO0921				636001	655546	639277
SPO0922	SPO0922				691454	1.13E+06	1.15E+06
SPO0923	SPO0923				2.10E+07	2.07E+07	2.08E+07
SPO0924	SPO0924				474685	540760	527578
SPO0925	SPO0925				1.19E+06	1.03E+06	1.12E+06
SPO0926	SPO0926				1.18E+07	1.51E+07	1.48E+07
SPO0928	SPO0928				1.50E+06	2.29E+06	2.12E+06
SPO0929	SPO0929				954084	914967	749216
SPO0931	SPO0931				7.80E+06	6.29E+06	6.71E+06
SPO0932	SPO0932				6.31E+06	6.85E+06	7.36E+06
SPO0933	SPO0933				323686	655687	563946
SPO0934	SPO0934				143487	262475	247099
SPO0935	SPO0935				7.47E+06	5.29E+06	6.43E+06
SPO0936	SPO0936						
SPO0937	SPO0937				343027	393619	405491
SPO0938	SPO0938				899483	3.31E+06	3.67E+06
SPO0939	SPO0939				9.95E+06	8.87E+06	8.76E+06
SPO0940	SPO0940				953252	1.16E+06	1.24E+06
SPO0941	SPO0941				129033	152840	181492
SPO0942	SPO0942				148063		38800.9
SPO0943	SPO0943				1.65E+07	1.17E+07	1.18E+07
SPO0944	SPO0944				2.21E+06	2.15E+06	2.29E+06
SPO0945	SPO0945				7.03E+06	7.07E+06	6.99E+06
SPO0946	SPO0946				1.06E+07	9.40E+06	9.47E+06
SPO0947	SPO0947				1.27E+07	1.18E+07	1.20E+07
SPO0948	SPO0948				2.68E+06	3.68E+06	3.55E+06
SPO0949	SPO0949				1.26E+06	1.55E+06	1.57E+06
SPO0950	SPO0950				846630	693011	657027
SPO0951	SPO0951				397824	718234	692755
SPO0953	SPO0953				1.72E+07	1.81E+07	1.84E+07
SPO0954	SPO0954				5.78E+06	4.97E+06	5.33E+06
SPO0955	SPO0955				3.71E+06	4.80E+06	4.85E+06
SPO0956	SPO0956				1.33E+07	9.75E+06	9.49E+06
SPO0957	SPO0957				137288	182463	150253
SPO0958	SPO0958				152725	172358	95240
SPO0961	SPO0961				4.51E+06	4.12E+06	4.31E+06
SPO0962	SPO0962				6.73E+06	7.41E+06	7.70E+06
SPO0963	SPO0963				5.95E+06	5.53E+06	5.61E+06
SPO0964	SPO0964				703829	857991	874121
SPO0965	SPO0965				573630	741569	701683
SPO0966	SPO0966				312665	351050	360753
SPO0967	SPO0967				1.71E+06	2.86E+06	2.83E+06
SPO0968	SPO0968				945608	719709	740410
SPO0971	SPO0971				923717	993497	960840
SPO0972	SPO0972				1.29E+06	1.16E+06	1.16E+06
SPO0973	SPO0973				3.60E+06	3.13E+06	3.18E+06
SPO0974	SPO0974				3.80E+07	1.94E+07	1.86E+07
SPO0975	SPO0975				353261	319606	
SPO0976	SPO0976				1.18E+08	1.15E+08	1.18E+08
SPO0977	SPO0977				642707	624371	637480
SPO0978	SPO0978				718952	353362	444815
SPO0979	SPO0979				836958	1.01E+06	771806
SPO0980	SPO0980				1.59E+06	1.63E+06	1.68E+06
SPO0981	SPO0981				107280	145365	122256
SPO0982	SPO0982				931881	756076	808726
SPO0983	SPO0983				5.90E+06	5.97E+06	6.18E+06
SPO0985	SPO0985				1.48E+06	1.40E+06	1.36E+06
SPO0986	SPO0986				1.21E+06	1.09E+06	1.12E+06
SPO0987	SPO0987				812028	1.16E+06	1.09E+06
SPO0989	SPO0989				1.08E+06	1.77E+06	1.53E+06
SPO0990	SPO0990				746923	670010	695257
SPO0992	SPO0992				873707	1.04E+06	1.01E+06
SPO0993	SPO0993						
SPO0994	SPO0994				6.95E+06	5.68E+06	4.48E+06
SPO0995	SPO0995				6.72E+06	7.07E+06	7.21E+06
SPO0996	SPO0996				531508	885761	901657
SPO0997	SPO0997				1.91E+06	2.23E+06	2.23E+06
SPO0998	SPO0998				2.62E+06	3.28E+06	3.43E+06
SPO0999	SPO0999				131347	189682	157172
SPO1001	SPO1001				982484	974328	986602
SPO1002	SPO1002				1.43E+06	1.68E+06	1.63E+06
SPO1003	SPO1003				7.21E+07	5.28E+07	5.36E+07
SPO1004	SPO1004				2.14E+07	2.01E+07	1.99E+07
SPO1005	SPO1005				2.02E+06	3.85E+06	3.51E+06
SPO1006	SPO1006				9.37E+06	8.97E+06	9.10E+06
SPO1007	SPO1007				7.28E+06	9.00E+06	8.59E+06
SPO1008	SPO1008				1.57E+06	2.57E+06	2.24E+06
SPO1009	SPO1009				595162	644775	651302
SPO1010	SPO1010				1.47E+07	1.10E+07	1.11E+07
SPO1011	SPO1011				1.14E+07	2.44E+07	2.45E+07
SPO1012	SPO1012				1.17E+06	1.09E+06	1.09E+06
SPO1013	SPO1013				714033	808123	782858
SPO1014	SPO1014				229502	258993	241844
SPO1015	SPO1015				382572	403608	419814
SPO1016	SPO1016				838982	927545	916883
SPO1017	SPO1017						
SPO1018	SPO1018				256805	198836	200132
SPO1019	SPO1019						
SPO1020	SPO1020						
SPO1021	SPO1021				381935	395420	382286
SPO1022	SPO1022				1.43E+06	1.40E+06	1.34E+06
SPO1023	SPO1023				584316	891895	916795
SPO1024	SPO1024					333922	346557
SPO1025	SPO1025				226011	263517	267936
SPO1026	SPO1026				802002	1.15E+06	1.24E+06
SPO1027	SPO1027				3.90E+06	4.02E+06	4.30E+06
SPO1028	SPO1028				1.09E+06	1.24E+06	1.09E+06
SPO1029	SPO1029				162855	234644	248599
SPO1030	SPO1030				4.70E+06	5.59E+06	6.03E+06
SPO1031	SPO1031				312853	603858	431828
SPO1032	SPO1032				477259	795823	667901
SPO1033	SPO1033				4.35E+06	6.96E+06	6.53E+06
SPO1034	SPO1034				5.51E+06	6.51E+06	6.70E+06
SPO1036	SPO1036				481894	567638	500290
SPO1037	SPO1037				1.86E+06	2.23E+06	2.31E+06
SPO1041	SPO1041				109053	118844	87550.3
SPO1044	SPO1044				79930.1		57541.8
SPO1044a	SPO1044a				2.10E+06	1.95E+06	2.15E+06
SPO1045	SPO1045				229143	311865	346099
SPO1046	SPO1046				1.20E+06	1.59E+06	1.51E+06
SPO1047	SPO1047				947522	1.29E+06	1.15E+06
SPO1048	SPO1048				2.94E+06	2.92E+06	2.66E+06
SPO1049	SPO1049				3.28E+06	2.78E+06	2.68E+06
SPO1051	SPO1051						
SPO1053	SPO1053				866013	780458	783964
SPO1054	SPO1054						
SPO1055	SPO1055					333812	237790
SPO1056	SPO1056					31250.7	
SPO1057	SPO1057				709087	766184	732941
SPO1058	SPO1058				566260	511590	519413
SPO1059	SPO1059				383550	642959	527614
SPO1060	SPO1060				243664	276895	340742
SPO1061	SPO1061				558430	1.00E+06	982580
SPO1062	SPO1062				4.87E+06	6.58E+06	6.58E+06
SPO1063	SPO1063				126608	157593	129886
SPO1064	SPO1064				265978	405894	378467
SPO1065	SPO1065				604359	681110	675913
SPO1066	SPO1066				3.06E+06	3.20E+06	2.84E+06
SPO1067	SPO1067						
SPO1068	SPO1068				361293	455643	370540
SPO1069	SPO1069				1.30E+06	1.85E+06	1.67E+06
SPO1070	SPO1070				434067	488525	467888
SPO1071	SPO1071				203434	356579	369360
SPO1072	SPO1072				2.26E+07	1.47E+07	1.51E+07
SPO1073	SPO1073				240127	239849	254011
SPO1076	SPO1076				652693	1.06E+06	965565
SPO1077	SPO1077				176185	190858	204908
SPO1078	SPO1078				375859	380006	418236
SPO1080	SPO1080						12087.2
SPO1081	SPO1081				902744	634700	667780
SPO1082	SPO1082				1.33E+06	1.75E+06	1.72E+06
SPO1083	SPO1083				1.66E+06	2.01E+06	2.01E+06
SPO1084	SPO1084					32432.2	26916.7
SPO1085	SPO1085				9.83E+06	9.92E+06	1.04E+07
SPO1086	SPO1086				4.36E+06	3.71E+06	3.41E+06
SPO1087	SPO1087				61627.2		53045.2
SPO1088	SPO1088				749660	667318	661700
SPO1089	SPO1089				1.27E+06	4.55E+06	4.91E+06
SPO1090	SPO1090				699029	684664	680437
SPO1091	SPO1091				164895		130455
