Accession Number	Annotation	1	2	3
SPO3496	Small-conductance mechanosensitive channel	1.12E+07	1.35E+07	1.49E+07
SPO3498a	Unknown	6.06E+06	6.69E+06	6.45E+06
SPO3499	Elongation factor G (EF-G)	6.05E+07	6.51E+07	6.54E+07
SPO3500	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	9.97E+07	7.17E+07	7.13E+07
SPO3501	Small ribosomal subunit protein uS12 (30S ribosomal protein S12)	1.34E+08	9.72E+07	9.97E+07
SPO3502	Rhamnosyl transferase	5.15E+06	6.12E+06	6.06E+06
SPO3503	Rhamnosyl transferase	2.60E+06	3.01E+06	2.91E+06
SPO3505	"Membrane protein, putative"	151038	165727	160897
SPO3506	"DNA-binding protein, putative"	183746	224518	195953
SPO3507	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	3.64E+07	3.45E+07	3.46E+07
SPO3508	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	3.27E+07	3.01E+07	2.86E+07
SPO3509	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	9.56E+07	1.77E+08	1.72E+08
SPO3510	Large ribosomal subunit protein uL10 (50S ribosomal protein L10)	1.60E+07	1.75E+07	1.82E+07
SPO3511	"Glycosyl transferase, group 2 family protein"	1.13E+06	1.02E+06	1.04E+06
SPO3512	Glycosyltransferase	2.07E+06	2.06E+06	2.14E+06
SPO3513	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	7.98E+07	6.38E+07	6.09E+07
SPO3514	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	6.57E+07	4.03E+07	3.95E+07
SPO3516	Transcription termination/antitermination protein NusG	2.45E+07	2.29E+07	2.21E+07
SPO3517	Protein translocase subunit SecE	3.07E+06	2.73E+06	2.48E+06
SPO3518	Cupin type-2 domain-containing protein	1.79E+06	1.37E+06	1.40E+06
SPO3520	Copper-translocating P-type ATPase (EC 3.6.3.4)	1.83E+06	1.87E+06	1.90E+06
SPO3521	"FixH protein, putative"	1.24E+06	2.26E+06	2.16E+06
SPO3522	"Iron-sulfur-binding protein, RdxA/RdxB/FixG family"	3.62E+06	3.64E+06	3.56E+06
SPO3523	Cbb3-type cytochrome c oxidase subunit	8.58E+06	9.96E+06	9.51E+06
SPO3524	"Cytochrome c oxidase, cbb3-type, subunit IV (EC 1.9.3.1)"	423929	791126	613740
SPO3525	"Cytochrome c oxidase, cbb3-type, subunit II (EC 1.9.3.1)"	5.05E+06	5.91E+06	5.04E+06
SPO3526	cytochrome-c oxidase (EC 7.1.1.9)	792974	1.71E+06	1.49E+06
SPO3527	Universal stress protein family protein	2.22E+07	1.80E+07	1.69E+07
SPO3529	Serine hydroxymethyltransferase (EC 2.1.2.1)	1.41E+06	1.23E+06	1.33E+06
SPO3530	"Transcriptional regulator, LysR family"	932890	649170	832630
SPO3531	Transcriptional activator protein FnrL	5.53E+06	4.31E+06	4.81E+06
SPO3532	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	1.76E+06	2.44E+06	2.19E+06
SPO3533	Elongation factor G	3.82E+06	3.15E+06	3.17E+06
SPO3534	"Oligopeptide/dipeptide uptake family ABC transporter, ATP-binding protein"	2.76E+06	2.66E+06	2.62E+06
SPO3535	"Oligopeptide/dipeptide uptake family ABC transporter, permease protein"	3.17E+06	3.94E+06	4.14E+06
SPO3536	"Oligopeptide/dipeptide uptake family ABC transporter, permease protein"	651705	1.26E+06	1.26E+06
SPO3537	"Oligopeptide/dipeptide uptake family ABC transporter, periplasmic substrate-binding protein"	7.07E+06	6.44E+06	6.44E+06
SPO3538	Cytochrome c552	3.78E+06	4.73E+06	5.06E+06
SPO3539	prephenate dehydratase (EC 4.2.1.51)	3.75E+06	4.16E+06	4.27E+06
SPO3540	DNA polymerase III subunits gamma and tau	1.00E+07	5.14E+06	4.82E+06
SPO3541	NAD(+) diphosphatase (EC 3.6.1.22)	3.26E+06	3.24E+06	3.16E+06
SPO3542	"2`,3`-cyclic-nucleotide 2`-phosphodiesterase, putative"	6.99E+06	7.04E+06	7.03E+06
SPO3543	Uncharacterized protein	86420.3	138050
SPO3544	AB hydrolase-1 domain-containing protein	265699	152681	189832
SPO3545	"Transcriptional regulator, TetR family"	848760	803516	737634
SPO3546	"Zinc metallopeptidase, putative"	1.71E+06	1.87E+06	1.91E+06
SPO3547	Uncharacterized protein	900344	563714	729329
SPO3548	protein-tyrosine-phosphatase (EC 3.1.3.48)	2.24E+06	1.71E+06	1.75E+06
SPO3550	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	4.78E+06	5.51E+06	5.37E+06
SPO3551	"Acetyltransferase, GNAT family"	1.03E+06	1.19E+06	1.15E+06
SPO3552	"Oxidoreductase, FAD-binding protein"	1.44E+06	1.24E+06	1.27E+06
SPO3553	MnmC-like methyltransferase domain-containing protein	1.26E+06	1.39E+06	1.32E+06
SPO3554	"Membrane protein, putative"	272566	381135	400786
SPO3555	"Transglycosylase, Slt family"	4.27E+06	4.02E+06	3.80E+06
SPO3556	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	9.15E+06	9.50E+06	9.94E+06
SPO3557	Sulfite dehydrogenase subunit SoeC transmembrane sulfate transporter	611131	553639	648589
SPO3558	Sulfite dehydrogenase iron-sulfur cluster-binding subunit SoeB cytosolic protein	294135	448678	411313
SPO3559	Sulfite dehydrogenase molybdopterin cofacter-binding subunit SoeA cytosolic protein	1.24E+06	1.12E+06	1.14E+06
SPO3560	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)
SPO3561	sulfoacetaldehyde acetyltransferase (EC 2.3.3.15)	1.14E+06	1.08E+06	1.09E+06
SPO3562	Taurine transcriptional regulator	512987	516774	504684
SPO3563	"Transcriptional regulator, ArsR family"	144509	168048	137109
SPO3564	"Permease, putative"			42808.8
SPO3565	NusG domain-containing protein	1.60E+06	1.96E+06	1.74E+06
SPO3566	Cytoplasmic protein	1.94E+07	2.00E+07	2.06E+07
SPO3567	Ribonuclease T2 family protein	3.94E+06	2.97E+06	2.78E+06
SPO3568	Uncharacterized protein	4.25E+06	4.84E+06	4.89E+06
SPO3569	Recombination protein RecR	1.05E+06	831170	838980
SPO3570	Nucleoid-associated protein SPO3570	9.85E+06	8.05E+06	7.05E+06
SPO3571	"Transcriptional regulator, AraC family"	1.48E+06	1.36E+06	1.44E+06
SPO3572	Isochorismatase family protein	115528	127578	98358.7
SPO3573	NADPH-dependent FMN reductase domain protein	1.16E+07	1.36E+07	1.33E+07
SPO3574	Short chain dehydrogenase	1.36E+06	931450	1.11E+06
SPO3575	"Transcriptional regulator, MerR family"	170344	143311	132326
SPO3576	OmpA domain protein	2.20E+07	2.28E+07	2.55E+07
SPO3577	Transcriptional regulator	108112	110535	92517.5
SPO3578	ADA regulatory protein	1.59E+06	1.40E+06	1.42E+06
SPO3579	"Transcriptional regulator, MarR family"	461453	395341	369150
SPO3580	Isochorismatase family protein	1.29E+06	1.20E+06	1.24E+06
SPO3581	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	5.77E+06	4.82E+06	4.76E+06
SPO3582	"Kinase, pfkB family"	7.40E+06	9.46E+06	9.25E+06
SPO3583	Transcriptional regulator PecS	324168	370123	388875
SPO3584	"Membrane protein, drug/metabolite transporter (DMT) family"	164544	181789	238096
SPO3585	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	3.45E+06	4.02E+06	3.78E+06
SPO3586	"2,4-dienoyl-CoA reductase (EC 1.3.1.34)"	1.42E+07	1.40E+07	1.44E+07
SPO3587	Uncharacterized protein	1.19E+06	1.73E+06	1.36E+06
SPO3590	DUF4399 domain-containing protein
SPO3591	Auxin efflux carrier family protein		66596.5	87127.8
SPO3592	"Transcriptional regulator, LysR family"	1.86E+06	1.47E+06	1.50E+06
SPO3593	Sulfatase family protein	5.96E+06	5.84E+06	5.98E+06
SPO3594	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	8.39E+06	1.01E+07	1.01E+07
SPO3595	"Transcriptional regulator, AraC family"	93341.2	89739.3	102353
SPO3596	Pyridoxamine 5'-phosphate oxidase family protein	1.06E+06	961858	967429
SPO3597	Tryptophan 2-monooxygenase (EC 1.13.12.3)	759749	754588	781727
SPO3598	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	6.10E+07	5.74E+07	5.19E+07
SPO3599	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	1.61E+08	2.38E+07	2.00E+07
SPO3600	Pyruvate kinase (EC 2.7.1.40)	1.92E+07	1.65E+07	1.61E+07
SPO3601	N-formylglutamate amidohydrolase family protein	2.53E+06	2.55E+06	2.44E+06
SPO3602	SMc04008-like domain-containing protein	921591	1.72E+06	1.51E+06
SPO3603	Medium/long-chain acyl-CoA thioesterase YigI (EC 3.1.2.20)	1.33E+06	772804	1.05E+06
SPO3604	Probable branched-chain-amino-acid aminotransferase	3.84E+07	3.88E+07	3.87E+07
SPO3605	Uncharacterized protein	2.83E+06	2.45E+06	2.40E+06
SPO3606	Dipeptide epimerase (EC 5.1.1.-)	1.01E+07	8.43E+06	8.84E+06
SPO3607	EBNA-1 nuclear protein	3.87E+07	3.76E+07	3.78E+07
SPO3608	Malyl-CoA lyase (EC 4.1.3.24)	8.29E+06	8.65E+06	8.69E+06
SPO3609	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase (EC 1.1.1.-)"	533073	522772	547744
SPO3610	Arylsulfatase	1.55E+06	1.57E+06	1.50E+06
SPO3611	PA14 domain-containing protein	1.60E+07	1.43E+07	1.38E+07
SPO3612	"Transcriptional regulator, AsnC family"	558462	497570	533040
SPO3615	"Transcriptional regulator, AraC family"	3.70E+06	3.32E+06	3.39E+06
SPO3616	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	1.80E+07	1.49E+07	1.47E+07
SPO3617	"Peptidoglycan-binding protein, putative"	3.59E+07	3.31E+07	3.26E+07
SPO3618	"Sulfonate ABC transporter, permease protein, putative"	237735	314873	240492
SPO3619	"Sulfonate ABC transporter, ATP-binding protein"	665634	686021	727618
SPO3620	"Sulfonate ABC transporter, periplasmic sulfonate-binding protein"	8.15E+06	8.03E+06	7.55E+06
SPO3621	"Transcriptional regulator, GntR family"	1.46E+06	1.66E+06	1.58E+06
SPO3622	YgjP-like metallopeptidase domain-containing protein	499073	532411	482432
SPO3623	TIGR02300 family protein	1.70E+07	1.84E+07	2.07E+07
SPO3625	Cold shock protein CspA	1.09E+07	1.03E+07	1.03E+07
SPO3626	Glutamate--cysteine ligase (EC 6.3.2.2)	9.32E+06	8.68E+06	9.29E+06
SPO3627	Uncharacterized protein	1.86E+06	2.00E+06	2.03E+06
SPO3628	"Acetyltransferase, GNAT family"	2.03E+06	1.87E+06	1.98E+06
SPO3629	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	4.90E+06	3.60E+06	3.64E+06
SPO3630	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	355689	459580	528235
SPO3631	OmpA domain protein	3.34E+06	4.26E+06	4.32E+06
SPO3632	Uncharacterized protein	937947	1.65E+06	1.50E+06
SPO3633	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	2.21E+06	2.70E+06	2.92E+06
SPO3634	"Molybdopterin converting factor, subunit 1"	459164	845238	900395
SPO3635	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	259761	555958	585147
SPO3636	"Beta-lactamase, putative"	822044	808318	852489
SPO3637	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	1.25E+06	1.12E+06	1.10E+06
SPO3638	"Oxidoreductase, short chain dehydrogenase/reductase family"	2.46E+06	2.06E+06	2.09E+06
SPO3639	K+-dependent Na+/Ca+ exchanger related-protein	390227	698363	725533
SPO3640	"Peptidase, family S49"	5.61E+06	4.46E+06	4.66E+06
SPO3642	"ABC transporter, ATP-binding protein"	2.55E+06	2.73E+06	2.58E+06
SPO3644	Serine aminopeptidase S33 domain-containing protein	1.08E+06	761832	772713
SPO3645	"Transcriptional regulator, putative"	1.38E+06	1.24E+06	1.26E+06
SPO3646	Enoyl-CoA hydratase/isomerase family protein	262062	207929	226536
SPO3647	CAIB/BAIF family protein	2.63E+06	2.23E+06	2.32E+06
SPO3648	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	3.64E+06	4.58E+06	4.56E+06
SPO3649	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	2.94E+06	3.54E+06	3.68E+06
SPO3650	Adenylate/guanylate cyclase	1.26E+06	1.30E+06	1.28E+06
SPO3651	Fatty acid desaturase family protein	253711	179591	283696
SPO3652	DUF2846 domain-containing protein	6.14E+06	5.73E+06	5.60E+06
SPO3653	coproporphyrinogen oxidase (EC 1.3.3.3)	1.23E+07	1.28E+07	1.19E+07
SPO3654	"7-alpha-hydroxysteroid dehydrogenase, putative"	7.67E+06	7.04E+06	6.92E+06
SPO3655	"Methyltransferase, putative"	2.45E+06	2.02E+06	2.07E+06
SPO3656	ATP-dependent Clp protease adapter protein ClpS	999340	1.21E+06	1.29E+06
SPO3657	"Hydrolase, haloacid delahogenase-like family"	520656	810032	730902
SPO3658	D-alanyl-D-alanine carboxypeptidase family protein	911113	891933	945146
SPO3659	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	2.85E+06	3.49E+06	3.44E+06
SPO3660	Urea amidolyase-like protein	1.09E+06	857174	991411
SPO3661	Allophanate hydrolase family protein	1.33E+06	1.12E+06	1.17E+06
SPO3662	"Membrane protein, putative"		175949	138729
SPO3663	TRAP transporter large permease protein	838483	966018	1.12E+06
SPO3664	TRAP transporter small permease protein	938572	1.16E+06	1.27E+06
SPO3665	"Bacterial extracellular solute-binding protein, family 7"	1.31E+07	1.27E+07	1.29E+07
SPO3666	"Oxidoreductase, FAD-binding protein"	1.49E+06	1.32E+06	1.33E+06
SPO3667	Muconate cycloisomerase I (EC 5.5.1.1)	133159	129046	118050
SPO3668	"Transcriptional regulator, LysR family"	374110	103711	115356
SPO3671	Muticopper oxidase domain protein	1.49E+06	1.54E+06	1.74E+06
SPO3672	Uncharacterized protein	319889	510475	567731
SPO3673	Type I secretion target repeat protein	2.64E+06	2.63E+06	2.45E+06
SPO3673a	Unknown	548218	476456	557852
SPO3675	Peptidase M15A C-terminal domain-containing protein	565737	658591	549526
SPO3676	succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	245900	293686	307672
SPO3677	"Transcriptional regulator, LysR family"	170231	182133	197208
SPO3678	Rieske 2Fe-2S domain protein	245585	227269	209941
SPO3679	Major pilin protein fimA	1.86E+06	1.86E+06	1.85E+06
SPO3680	Endoribonuclease L-PSP family protein	711448	1.14E+06	1.21E+06
SPO3681	Rieske 2Fe-2S domain protein	151002	202445	207658
SPO3682	Monooxygenase	1.05E+06	1.02E+06	1.04E+06
SPO3684	"Transcriptional regulator, LacI family"	1.01E+07	8.79E+06	9.09E+06
SPO3685	Winged helix-turn-helix domain-containing protein	1.44E+06	1.50E+06	1.50E+06
SPO3686	HpcH/HpaI aldolase family protein	5.73E+06	7.07E+06	7.04E+06
SPO3687	"Decarboxylase, pyridoxal-dependent"	514535	620474	618562
SPO3688	Extradiol ring-cleavage dioxygenase family protein	805034	764675	772432
SPO3689	"Transcriptional regulator, MarR family"	4.27E+06	4.34E+06	3.92E+06
SPO3690	"Gentisate 1,2-dioxygenase (EC 1.13.11.4)"	717456	635846	702294
SPO3691	Fumarylacetoacetate hydrolase family protein	8.48E+06	9.88E+06	1.03E+07
SPO3692	"Monooxygenase, putative"	1.57E+06	1.78E+06	1.75E+06
SPO3693	"TRAP dicarboxylate transporter, DctP subunit"	1.45E+06	2.19E+06	2.20E+06
SPO3694	TRAP transporter small permease protein	16366.4	55046.2	36178.2
SPO3695	"TRAP dicarboxylate transporter, DctM subunit, putative"	285598	353663	394224
SPO3696	Feruloyl-CoA synthetase	286754	269461	248976
SPO3697	Benzoate-coenzyme A ligase (EC 6.2.1.25)	315648	169405	192698
SPO3698	"Hydrolase, putative"	339674	318272	329433
SPO3699	DUF309 domain-containing protein
SPO3700	Enoyl-CoA hydratase/isomerase family protein	895204	1.04E+06	990259
SPO3701	"Benzoyl-CoA oxygenase, B subunit"	1.09E+06	1.32E+06	1.27E+06
SPO3703	"Benzoyl-CoA oxygenase, A subunit"	1.78E+06	1.37E+06	1.43E+06
SPO3704	Shikimate kinase (SK) (EC 2.7.1.71)	699566	882527	862042
SPO3705	"Branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein"	367620	477067	478154
SPO3706	"Branched-chain amino acid ABC transporter, ATP-binding protein"	103231	108809	124380
SPO3707	"Branched-chain amino acid ABC transporter, ATP-binding protein"	120907	132876	153756
SPO3708	"Branched-chain amino acid ABC transporter, permease protein"	184248	165044	87062.3
SPO3709	"Branched-chain amino acid ABC transporter, permease protein"
SPO3710	Adenylate cyclase protein	789844	809406	801319
SPO3711	"Membrane protein, putative"	196427	277836	303552
SPO3712	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	2.57E+07	2.40E+07	2.52E+07
SPO3713	DUF4139 domain-containing protein	8.71E+06	7.59E+06	7.61E+06
SPO3714	Uncharacterized protein	589142	490425	499036
SPO3715	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	1.07E+07	1.34E+07	1.43E+07
SPO3716	HPt domain-containing protein
SPO3717	Cytosol aminopeptidase family protein	1.06E+07	8.89E+06	9.19E+06
SPO3718	NLP/P60 family protein	5.57E+06	4.72E+06	4.75E+06
SPO3719	"Thiosulfate sulfurtransferase, putative"	2.35E+07	2.28E+07	2.34E+07
SPO3720	Aromatic amino acid aminotransferase (EC 2.6.1.57)	3.63E+07	4.74E+07	4.53E+07
SPO3722	Rrf2 family protein	275088	323340	328991
SPO3723	Ammonium transporter		64459.7	71278.6
SPO3724	Nitrogen regulatory protein P-II	333262	519655	467212
SPO3725	"Penicillin-binding protein, 1A family"	2.72E+06	2.79E+06	2.73E+06
SPO3726	Toluene tolerance family protein	3.79E+07	3.50E+07	3.44E+07
SPO3727	"VacJ lipoprotein, putative"	1.12E+07	9.78E+06	1.03E+07
SPO3728	Type I secretion system ATPase	6.78E+06	5.57E+06	5.38E+06
SPO3729	Membrane fusion protein (MFP) family protein	5.20E+06	7.20E+06	7.15E+06
SPO3730	Endoribonuclease L-PSP family protein	4.43E+06	5.75E+06	5.67E+06
SPO3731	"Glycerophosphoryl diester phosphodiesterase, putative"	2.38E+06	2.50E+06	2.44E+06
SPO3732	N-acetyltransferase domain-containing protein	1.03E+06	1.14E+06	1.16E+06
SPO3733	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	1.15E+06	1.72E+06	1.61E+06
SPO3734	"Transcriptional regulator, MerR family"	566935	378793	471313
SPO3735	Major facilitator family protein		131935	138217
SPO3736	Glutathione-dependent peroxiredoxin (EC 1.11.1.27)	1.35E+07	1.01E+07	1.06E+07
SPO3737	Pyridine nucleotide-disulfide oxidoreductase family protein	8.67E+06	8.49E+06	8.34E+06
SPO3738	"Methyltransferase, putative"	836070	1.04E+06	1.09E+06
SPO3739	Hydantoinase/oxoprolinase family protein	1.02E+06	1.04E+06	989044
SPO3740	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	8.76E+06	9.92E+06	1.10E+07
SPO3741	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	7.82E+06	6.60E+06	6.50E+06
SPO3742	Glutathione peroxidase	336350	377182	451332
SPO3744	DNA-binding protein HU	1.70E+08	1.14E+08	1.21E+08
SPO3745	AMP nucleosidase (EC 3.2.2.4)	2.84E+06	3.51E+06	3.30E+06
SPO3746	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	5.16E+06	5.03E+06	5.03E+06
SPO3747	VOC domain-containing protein	1.41E+06	1.18E+06	1.26E+06
SPO3748	"Transcriptional regulator, LysR family"	356818	408605	401266
SPO3749	Class II aldolase/adducin N-terminal domain protein	821262	1.08E+06	1.06E+06
SPO3751	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	1.74E+06	1.80E+06	1.78E+06
SPO3752	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	615138	603117	666135
SPO3753	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	4.40E+06	4.13E+06	4.20E+06
SPO3754	Methyltransferase domain-containing protein	1.43E+06	1.33E+06	1.43E+06
SPO3755	NAD-dependent epimerase/dehydratase domain-containing protein	4.92E+06	3.53E+06	3.57E+06
SPO3756	OmpA domain protein	764965	1.43E+06	1.30E+06
SPO3757	Alkylhydroperoxidase AhpD family core domain protein	4.27E+06	5.13E+06	4.88E+06
SPO3758	"Acetyltransferase, GNAT family"	2.93E+06	2.69E+06	2.73E+06
SPO3759	Molybdenum cofactor biosynthesis domain protein	8.23E+06	7.03E+06	6.80E+06
SPO3760	Sugar fermentation stimulation protein homolog	1.34E+06	1.12E+06	1.20E+06
SPO3761	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	1.01E+07	1.09E+07	1.18E+07
SPO3762	"HAD-superfamily hydrolase, subfamily IA, variant 1"	5.54E+06	6.15E+06	6.71E+06
SPO3763	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	453653	496810	499976
SPO3764	Glutathione S-transferase family protein	5.17E+06	6.36E+06	5.77E+06
SPO3765	N-acetyltransferase domain-containing protein	365899	271466	257147
SPO3766	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	789402	807070	857949
SPO3768	"Glutamate synthase, large subunit (EC 1.4.1.13)"	1.65E+07	1.74E+07	1.72E+07
SPO3769	CENP-V/GFA domain-containing protein	2.30E+06	2.95E+06	3.32E+06
SPO3770	"Glutamate synthase, small subunit (EC 1.4.1.13)"	1.81E+07	1.98E+07	1.96E+07
SPO3771	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	950333	1.06E+06	1.10E+06
SPO3772	"NADH ubiquinone oxidoreductase, putative"	1.99E+07	1.57E+07	1.63E+07
SPO3774	"Oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein"	9.11E+06	8.99E+06	9.06E+06
SPO3775	"Oligopeptide/dipeptide ABC transporter, permease protein"	207039	536640	507474
SPO3776	"Oligopeptide/dipeptide ABC transporter, permease protein"	1.76E+06	1.62E+06	1.76E+06
SPO3777	"Oligopeptide/dipeptide ABC transporter, ATP-binding protein"	2.08E+06	1.93E+06	1.95E+06
SPO3778	"Oligopeptide/dipeptide ABC transporter, ATP-binding protein"	1.74E+06	1.28E+06	1.38E+06
SPO3779	"Transcriptional regulator, LysR family"	636153	761178	772144
SPO3780	"Membrane protein, putative"	1.10E+06	1.69E+06	1.66E+06
SPO3781	Uncharacterized protein
SPO3782	Uncharacterized protein	304961	288399	228706
SPO3783	"Sugar ABC transporter, ATP-binding protein"	243097	182168	111076
SPO3784	"Sugar ABC transporter, ATP-binding protein"
SPO3785	"Sugar ABC transporter, permease protein"
SPO3786	"Sugar ABC transporter, permease protein"
SPO3787	"Sugar ABC transporter, periplasmic sugar-binding protein"	333424	328542	308753
SPO3788	Acetoin catabolism regulatory protein	168491	207642	169082
SPO3789	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	178889	175089	165856
SPO3790	"Acetoin dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase (EC 2.3.1.12)"	343478	308776	307551
SPO3791	"Acetoin dehydrogenase complex, E1 component, beta subunit (EC 1.1.1.-)"	734554	763358	743879
SPO3792	"Acetoin dehydrogenase complex, E1 component, alpha subunit (EC 1.1.1.-)"	617500	544231	577708
SPO3793	Acetoin catabolism protein X	69492	60971.3	60504.4
SPO3795	RNA polymerase sigma-54 factor	289376	296042	308176
SPO3802	GAF domain-containing protein	158544	216348	175484
SPO3803	"Transcriptional regulator, AraC family"	310123	340626	337764
SPO3804	3-methylmercaptopropionyl-CoA dehydrogenase (MMPA-CoA dehydrogenase) (EC 1.3.99.41)	8.41E+06	9.64E+06	9.43E+06
SPO3805	Methylthioacryloyl-CoA hydratase (EC 4.2.1.155)	5.93E+06	8.08E+06	8.20E+06
SPO3806	SsrA-binding protein (Small protein B)	4.29E+06	3.24E+06	3.12E+06
SPO3807	DUF2794 domain-containing protein	435754	517008	492747
SPO3809	"Transcriptional regulator, ArsR family"	541812	483638	556345
SPO3810	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)"	2.24E+06	2.34E+06	2.47E+06
SPO3811	Peptidase M23 domain-containing protein	2.46E+06	2.24E+06	2.22E+06
SPO3812	Carboxyl-terminal protease family protein	1.35E+07	1.65E+07	1.77E+07
SPO3813	Uncharacterized protein	3.63E+06	4.38E+06	4.27E+06
SPO3814	Uncharacterized protein	3.63E+06	3.13E+06	3.13E+06
SPO3815	"ABC transporter, permease protein"	4.64E+06	4.67E+06	4.69E+06
SPO3816	CAAX amino terminal protease family protein	238768	593903	589284
SPO3817	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	1.29E+07	1.17E+07	1.26E+07
SPO3818	Dihydrofolate synthase/folylpolyglutamate synthase (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	1.02E+07	1.04E+07	1.01E+07
SPO3819	"ATPase, AFG1 family"	1.84E+06	1.92E+06	1.91E+06
SPO3820	"Transmembrane transporter, major facilitator family"	938368	890540	938945
SPO3821	Ornithine cyclodeaminase/mu-crystallin family protein	6.99E+06	8.29E+06	8.87E+06
SPO3822	"HAD-superfamily hydrolase, subfamily IA, variant 1 family protein"	2.05E+06	1.99E+06	2.13E+06
SPO3823	Large ribosomal subunit protein uL23 (50S ribosomal protein L23)	6.94E+07	3.24E+07	3.61E+07
SPO3824	Large ribosomal subunit protein uL4 (50S ribosomal protein L4)	1.28E+08	7.48E+07	7.25E+07
